## [BeGaze]
## Converted from:	C:\dat\projects\gazeMapper\example_recordings\1_screen\begaze expt\dee-[ca73753a-291a-476c-9a91-bc41248a0c36]\dee-2-recording.idf
## Date:	04.11.2024 13:52:04
## Version:	BeGaze 3.7.59
## IDF Version:	10
## Sample Rate:	60
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	3269
## Reversed:	none
## [Run]
## Subject:	dee
## Description:	Run1
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, DIAMETER, POR, EYEPOSITION, GAZEVECTOR, FRAMECOUNTER
##
Time	Type	Trial	L Dia X [px]	L Dia Y [px]	L Pupil Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Pupil Diameter [mm]	B POR X [px]	B POR Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1
2075294617	SMP	1	83.0000	53.0000	3.8200	78.0000	46.0000	3.5600	599.7500	221.3500	599.7500	221.3500	599.7500	221.3500	30.2750	-2.1320	-26.6150	-28.5820	-0.9090	-27.6110	-0.0002	0.0642	0.9979	0.0735	0.0487	0.9961	00:00:00:02	
2075311253	SMP	1	83.0000	57.0000	3.8200	78.0000	54.0000	4.0000	595.5900	207.7800	595.5900	207.7800	595.5900	207.7800	30.2750	-2.1320	-26.6150	-28.5820	-0.9090	-27.6110	0.0086	0.0674	0.9977	0.0713	0.0673	0.9952	00:00:00:02	
2075327909	SMP	1	83.0000	58.0000	3.7800	80.0000	54.0000	3.8600	597.1200	222.9300	597.1200	222.9300	597.1200	222.9300	30.2750	-2.1320	-26.6150	-28.5830	-0.9090	-27.6100	0.0103	0.0564	0.9984	0.0673	0.0540	0.9963	00:00:00:03	
2075344633	SMP	1	82.0000	59.0000	3.8000	78.0000	56.0000	3.7400	602.1300	241.3900	602.1300	241.3900	602.1300	241.3900	30.2750	-2.1320	-26.6150	-28.5820	-0.9090	-27.6100	0.0103	0.0428	0.9990	0.0593	0.0377	0.9975	00:00:00:03	
2075361164	SMP	1	84.0000	60.0000	3.8200	80.0000	56.0000	3.8400	604.8900	257.2400	604.8900	257.2400	604.8900	257.2400	30.2750	-2.1320	-26.6150	-28.5820	-0.9090	-27.6100	0.0102	0.0319	0.9994	0.0549	0.0228	0.9982	00:00:00:03	
2075377737	SMP	1	83.0000	60.0000	3.8000	78.0000	56.0000	3.7600	605.5000	267.2700	605.5000	267.2700	605.5000	267.2700	30.2750	-2.1320	-26.6150	-28.5820	-0.9090	-27.6100	0.0102	0.0233	0.9997	0.0540	0.0149	0.9984	00:00:00:04	
2075394528	SMP	1	83.0000	61.0000	3.8200	78.0000	58.0000	3.7800	607.0600	276.8100	607.0600	276.8100	607.0600	276.8100	30.2750	-2.1320	-26.6150	-28.5820	-0.9090	-27.6100	0.0101	0.0153	0.9998	0.0516	0.0073	0.9986	00:00:00:04	
2075411263	SMP	1	83.0000	62.0000	3.8200	78.0000	58.0000	3.7400	609.2300	284.5900	609.2300	284.5900	609.2300	284.5900	30.2750	-2.1320	-26.6150	-28.5830	-0.9090	-27.6100	0.0079	0.0092	0.9999	0.0502	0.0006	0.9987	00:00:00:05	
2075427774	SMP	1	84.0000	62.0000	3.8200	80.0000	58.0000	3.8000	609.7900	292.2900	609.7900	292.2900	609.7900	292.2900	30.2750	-2.1320	-26.6150	-28.5830	-0.9100	-27.6100	0.0083	0.0027	1.0000	0.0489	-0.0056	0.9988	00:00:00:05	
2075444434	SMP	1	83.0000	63.0000	3.8000	78.0000	60.0000	3.7200	611.4500	298.2400	611.4500	298.2400	611.4500	298.2400	30.2750	-2.1330	-26.6140	-28.5830	-0.9100	-27.6100	0.0075	-0.0011	1.0000	0.0470	-0.0118	0.9988	00:00:00:06	
2075461026	SMP	1	83.0000	62.0000	3.7800	78.0000	58.0000	3.6800	610.3500	302.7700	610.3500	302.7700	610.3500	302.7700	30.2750	-2.1330	-26.6140	-28.5830	-0.9110	-27.6090	0.0078	-0.0045	1.0000	0.0486	-0.0159	0.9987	00:00:00:06	
2075477612	SMP	1	82.0000	63.0000	3.7600	78.0000	60.0000	3.7200	610.6500	305.6600	610.6500	305.6600	610.6500	305.6600	30.2750	-2.1330	-26.6140	-28.5830	-0.9110	-27.6090	0.0077	-0.0081	0.9999	0.0482	-0.0170	0.9987	00:00:00:07	
2075494493	SMP	1	81.0000	63.0000	3.7400	78.0000	60.0000	3.6600	610.1500	307.5800	610.1500	307.5800	610.1500	307.5800	30.2750	-2.1330	-26.6140	-28.5830	-0.9120	-27.6090	0.0096	-0.0094	0.9999	0.0471	-0.0189	0.9987	00:00:00:07	
2075510861	SMP	1	82.0000	64.0000	3.7800	78.0000	60.0000	3.6800	610.1900	311.3100	610.1900	311.3100	610.1900	311.3100	30.2750	-2.1330	-26.6140	-28.5830	-0.9120	-27.6080	0.0091	-0.0116	0.9999	0.0476	-0.0229	0.9986	00:00:00:08	
2075527542	SMP	1	81.0000	62.0000	3.7000	78.0000	58.0000	3.6400	608.7700	312.3300	608.7700	312.3300	608.7700	312.3300	30.2750	-2.1330	-26.6140	-28.5830	-0.9120	-27.6080	0.0114	-0.0121	0.9999	0.0477	-0.0241	0.9986	00:00:00:08	
2075544312	SMP	1	82.0000	62.0000	3.7000	78.0000	58.0000	3.6400	607.9400	312.4400	607.9400	312.4400	607.9400	312.4400	30.2750	-2.1340	-26.6140	-28.5830	-0.9120	-27.6080	0.0123	-0.0133	0.9998	0.0482	-0.0231	0.9986	00:00:00:08	
2075560867	SMP	1	82.0000	62.0000	3.6600	78.0000	58.0000	3.6400	607.6600	312.6800	607.6600	312.6800	607.6600	312.6800	30.2750	-2.1340	-26.6130	-28.5840	-0.9130	-27.6080	0.0120	-0.0140	0.9998	0.0489	-0.0228	0.9985	00:00:00:09	
2075577579	SMP	1	81.0000	61.0000	3.6600	76.0000	58.0000	3.6400	606.6300	312.3700	606.6300	312.3700	606.6300	312.3700	30.2750	-2.1340	-26.6130	-28.5840	-0.9130	-27.6070	0.0132	-0.0125	0.9998	0.0495	-0.0238	0.9985	00:00:00:09	
2075594195	SMP	1	80.0000	61.0000	3.6400	76.0000	58.0000	3.6200	606.7300	310.9800	606.7300	310.9800	606.7300	310.9800	30.2750	-2.1340	-26.6130	-28.5840	-0.9130	-27.6070	0.0116	-0.0113	0.9999	0.0509	-0.0226	0.9985	00:00:00:09	
2075610765	SMP	1	79.0000	61.0000	3.6200	76.0000	58.0000	3.5800	607.7900	313.5000	607.7900	313.5000	607.7900	313.5000	30.2750	-2.1340	-26.6130	-28.5840	-0.9130	-27.6070	0.0119	-0.0130	0.9998	0.0488	-0.0251	0.9985	00:00:00:10	
2075627498	SMP	1	75.0000	61.0000	3.4400	72.0000	58.0000	3.4200	653.4100	345.7600	653.4100	345.7600	653.4100	345.7600	30.2750	-2.1340	-26.6130	-28.5840	-0.9140	-27.6070	-0.0286	-0.0409	0.9988	0.0124	-0.0511	0.9986	00:00:00:10	
2075644013	SMP	1	79.0000	62.0000	3.6000	74.0000	58.0000	3.4400	694.8400	359.1900	694.8400	359.1900	694.8400	359.1900	30.2750	-2.1340	-26.6120	-28.5840	-0.9140	-27.6070	-0.0668	-0.0531	0.9964	-0.0194	-0.0613	0.9979	00:00:00:11	
2075660722	SMP	1	78.0000	62.0000	3.5800	74.0000	58.0000	3.4600	694.4700	356.8700	694.4700	356.8700	694.4700	356.8700	30.2750	-2.1350	-26.6120	-28.5840	-0.9140	-27.6070	-0.0665	-0.0506	0.9965	-0.0190	-0.0599	0.9980	00:00:00:11	
2075677360	SMP	1	79.0000	62.0000	3.6000	74.0000	58.0000	3.4400	694.2100	356.5300	694.2100	356.5300	694.2100	356.5300	30.2750	-2.1350	-26.6120	-28.5840	-0.9140	-27.6070	-0.0649	-0.0492	0.9967	-0.0201	-0.0608	0.9980	00:00:00:11	
2075693887	SMP	1	78.0000	61.0000	3.5800	74.0000	58.0000	3.4400	693.0400	354.9200	693.0400	354.9200	693.0400	354.9200	30.2750	-2.1350	-26.6110	-28.5840	-0.9140	-27.6070	-0.0641	-0.0475	0.9968	-0.0190	-0.0598	0.9980	00:00:00:12	
2075710694	SMP	1	78.0000	62.0000	3.5800	74.0000	58.0000	3.4200	690.4800	352.1400	690.4800	352.1400	690.4800	352.1400	30.2750	-2.1350	-26.6110	-28.5840	-0.9140	-27.6070	-0.0618	-0.0443	0.9971	-0.0169	-0.0583	0.9982	00:00:00:12	
2075727361	SMP	1	78.0000	62.0000	3.5600	74.0000	58.0000	3.4200	688.3000	353.4400	688.3000	353.4400	688.3000	353.4400	30.2750	-2.1360	-26.6110	-28.5840	-0.9140	-27.6070	-0.0585	-0.0446	0.9973	-0.0165	-0.0602	0.9981	00:00:00:12	
2075743870	SMP	1	NaN	NaN	NaN	70.0000	56.0000	3.2600	724.1200	372.9300	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-28.5840	-0.9140	-27.6070	NaN	NaN	NaN	-0.0483	-0.0691	0.9964	00:00:00:13	
2075760625	SMP	1	76.0000	62.0000	3.6000	70.0000	58.0000	3.3400	779.1100	377.6000	779.1100	377.6000	779.1100	377.6000	30.2750	-2.1360	-26.6110	-28.5840	-0.9130	-27.6070	-0.1419	-0.0678	0.9876	-0.0854	-0.0765	0.9934	00:00:00:13	
2075777114	SMP	1	77.0000	63.0000	3.6000	72.0000	58.0000	3.3800	772.4400	377.4100	772.4400	377.4100	772.4400	377.4100	30.2750	-2.1360	-26.6110	-28.5840	-0.9130	-27.6070	-0.1354	-0.0666	0.9885	-0.0809	-0.0775	0.9937	00:00:00:13	
2075793742	SMP	1	77.0000	62.0000	3.6200	70.0000	58.0000	3.3600	769.2900	377.2300	769.2900	377.2300	769.2900	377.2300	30.2750	-2.1360	-26.6110	-28.5840	-0.9130	-27.6070	-0.1319	-0.0654	0.9891	-0.0792	-0.0784	0.9938	00:00:00:14	
2075810377	SMP	1	77.0000	62.0000	3.5800	72.0000	58.0000	3.3600	763.3700	376.0700	763.3700	376.0700	763.3700	376.0700	30.2750	-2.1360	-26.6110	-28.5840	-0.9130	-27.6070	-0.1262	-0.0643	0.9899	-0.0750	-0.0777	0.9942	00:00:00:14	
2075826996	SMP	1	77.0000	62.0000	3.5400	72.0000	58.0000	3.3600	758.5600	375.2700	758.5600	375.2700	758.5600	375.2700	30.2750	-2.1360	-26.6110	-28.5840	-0.9130	-27.6070	-0.1218	-0.0635	0.9905	-0.0714	-0.0772	0.9945	00:00:00:15	
2075843617	SMP	1	77.0000	62.0000	3.5800	72.0000	58.0000	3.3400	752.8500	375.5000	752.8500	375.5000	752.8500	375.5000	30.2750	-2.1360	-26.6110	-28.5840	-0.9130	-27.6070	-0.1165	-0.0620	0.9913	-0.0672	-0.0792	0.9946	00:00:00:15	
2075860303	SMP	1	76.0000	63.0000	3.6000	72.0000	60.0000	3.3800	749.2400	374.3700	749.2400	374.3700	749.2400	374.3700	30.2750	-2.1360	-26.6110	-28.5840	-0.9130	-27.6070	-0.1135	-0.0625	0.9916	-0.0641	-0.0769	0.9950	00:00:00:16	
2075877143	SMP	1	77.0000	63.0000	3.5800	72.0000	60.0000	3.3800	745.7800	374.3000	745.7800	374.3000	745.7800	374.3000	30.2750	-2.1360	-26.6110	-28.5830	-0.9130	-27.6080	-0.1089	-0.0613	0.9922	-0.0630	-0.0781	0.9950	00:00:00:16	
2075893598	SMP	1	76.0000	63.0000	3.5000	72.0000	60.0000	3.3800	741.0600	375.1100	741.0600	375.1100	741.0600	375.1100	30.2750	-2.1360	-26.6100	-28.5830	-0.9130	-27.6080	-0.1049	-0.0623	0.9925	-0.0591	-0.0784	0.9952	00:00:00:17	
2075910250	SMP	1	77.0000	63.0000	3.5800	72.0000	60.0000	3.4000	739.6900	372.3100	739.6900	372.3100	739.6900	372.3100	30.2750	-2.1360	-26.6100	-28.5830	-0.9130	-27.6080	-0.1032	-0.0597	0.9929	-0.0585	-0.0763	0.9954	00:00:00:17	
2075926857	SMP	1	77.0000	63.0000	3.5800	72.0000	60.0000	3.3800	736.7300	373.7200	736.7300	373.7200	736.7300	373.7200	30.2750	-2.1360	-26.6100	-28.5830	-0.9130	-27.6080	-0.1020	-0.0602	0.9930	-0.0547	-0.0782	0.9954	00:00:00:17	
2075943479	SMP	1	76.0000	61.0000	3.5600	72.0000	58.0000	3.4000	735.2400	370.8100	735.2400	370.8100	735.2400	370.8100	30.2750	-2.1360	-26.6100	-28.5830	-0.9130	-27.6080	-0.0998	-0.0575	0.9933	-0.0543	-0.0760	0.9956	00:00:00:18	
2075960144	SMP	1	76.0000	61.0000	3.5200	72.0000	58.0000	3.3800	734.9200	370.8200	734.9200	370.8200	734.9200	370.8200	30.2750	-2.1370	-26.6090	-28.5830	-0.9130	-27.6080	-0.0989	-0.0586	0.9934	-0.0548	-0.0750	0.9957	00:00:00:18	
2075976729	SMP	1	76.0000	61.0000	3.5000	72.0000	58.0000	3.3800	733.1400	371.1100	733.1400	371.1100	733.1400	371.1100	30.2750	-2.1370	-26.6090	-28.5830	-0.9130	-27.6080	-0.0967	-0.0586	0.9936	-0.0540	-0.0756	0.9957	00:00:00:19	
2075993407	SMP	1	76.0000	61.0000	3.5000	72.0000	58.0000	3.4000	729.6000	370.8000	729.6000	370.8000	729.6000	370.8000	30.2750	-2.1370	-26.6090	-28.5830	-0.9130	-27.6080	-0.0941	-0.0585	0.9938	-0.0507	-0.0751	0.9959	00:00:00:19	
2076010018	SMP	1	76.0000	61.0000	3.5000	72.0000	58.0000	3.3800	729.5500	370.9100	729.5500	370.9100	729.5500	370.9100	30.2750	-2.1370	-26.6090	-28.5830	-0.9130	-27.6080	-0.0940	-0.0583	0.9939	-0.0507	-0.0755	0.9959	00:00:00:19	
2076026604	SMP	1	76.0000	61.0000	3.5000	72.0000	58.0000	3.3800	728.5200	371.1400	728.5200	371.1400	728.5200	371.1400	30.2750	-2.1380	-26.6080	-28.5830	-0.9130	-27.6080	-0.0931	-0.0584	0.9939	-0.0498	-0.0758	0.9959	00:00:00:20	
2076043388	SMP	1	76.0000	61.0000	3.5200	72.0000	58.0000	3.3800	728.5300	372.2100	728.5300	372.2100	728.5300	372.2100	30.2740	-2.1380	-26.6080	-28.5830	-0.9130	-27.6080	-0.0928	-0.0591	0.9939	-0.0502	-0.0769	0.9958	00:00:00:20	
2076059976	SMP	1	76.0000	62.0000	3.4800	72.0000	60.0000	3.3800	727.9400	373.9300	727.9400	373.9300	727.9400	373.9300	30.2740	-2.1380	-26.6080	-28.5830	-0.9130	-27.6080	-0.0923	-0.0608	0.9939	-0.0497	-0.0781	0.9957	00:00:00:21	
2076076676	SMP	1	76.0000	63.0000	3.4800	72.0000	60.0000	3.3600	726.0000	375.7300	726.0000	375.7300	726.0000	375.7300	30.2740	-2.1390	-26.6070	-28.5830	-0.9130	-27.6080	-0.0915	-0.0622	0.9939	-0.0472	-0.0797	0.9957	00:00:00:21	
2076093259	SMP	1	76.0000	62.0000	3.4800	72.0000	60.0000	3.3600	726.4500	375.6500	726.4500	375.6500	726.4500	375.6500	30.2740	-2.1390	-26.6070	-28.5830	-0.9130	-27.6080	-0.0914	-0.0619	0.9939	-0.0481	-0.0799	0.9956	00:00:00:21	
2076109889	SMP	1	75.0000	62.0000	3.4400	72.0000	60.0000	3.3600	724.3300	375.2400	724.3300	375.2400	724.3300	375.2400	30.2740	-2.1390	-26.6060	-28.5830	-0.9120	-27.6090	-0.0889	-0.0610	0.9942	-0.0470	-0.0801	0.9957	00:00:00:21	
2076126505	SMP	1	74.0000	60.0000	3.4400	70.0000	56.0000	3.3000	724.2700	374.5100	724.2700	374.5100	724.2700	374.5100	30.2740	-2.1390	-26.6060	-28.5830	-0.9120	-27.6090	-0.0886	-0.0610	0.9942	-0.0472	-0.0789	0.9958	00:00:00:22	
2076143128	SMP	1	75.0000	61.0000	3.4400	72.0000	58.0000	3.3400	724.6800	373.9500	724.6800	373.9500	724.6800	373.9500	30.2740	-2.1400	-26.6060	-28.5830	-0.9120	-27.6090	-0.0887	-0.0615	0.9942	-0.0478	-0.0775	0.9959	00:00:00:23	
2076159826	SMP	1	75.0000	61.0000	3.4400	72.0000	58.0000	3.3600	724.2800	372.6700	724.2800	372.6700	724.2800	372.6700	30.2740	-2.1400	-26.6050	-28.5830	-0.9120	-27.6090	-0.0901	-0.0609	0.9941	-0.0457	-0.0759	0.9961	00:00:00:23	
2076176471	SMP	1	74.0000	61.0000	3.4400	70.0000	58.0000	3.3400	724.2800	371.7500	724.2800	371.7500	724.2800	371.7500	30.2740	-2.1400	-26.6050	-28.5830	-0.9120	-27.6090	-0.0892	-0.0597	0.9942	-0.0467	-0.0756	0.9961	00:00:00:23	
2076193132	SMP	1	75.0000	61.0000	3.4400	72.0000	58.0000	3.3600	723.2500	371.2400	723.2500	371.2400	723.2500	371.2400	30.2740	-2.1400	-26.6050	-28.5830	-0.9120	-27.6090	-0.0886	-0.0593	0.9943	-0.0454	-0.0751	0.9961	00:00:01:00	
2076209859	SMP	1	74.0000	61.0000	3.4400	70.0000	58.0000	3.3600	723.8100	369.1100	723.8100	369.1100	723.8100	369.1100	30.2740	-2.1410	-26.6040	-28.5830	-0.9120	-27.6090	-0.0888	-0.0578	0.9944	-0.0462	-0.0730	0.9963	00:00:01:00	
2076226490	SMP	1	75.0000	61.0000	3.4400	70.0000	58.0000	3.3600	722.9900	368.5900	722.9900	368.5900	722.9900	368.5900	30.2740	-2.1410	-26.6040	-28.5830	-0.9120	-27.6090	-0.0869	-0.0560	0.9946	-0.0467	-0.0740	0.9962	00:00:01:00	
2076242971	SMP	1	76.0000	61.0000	3.4400	72.0000	58.0000	3.3600	721.1200	367.5600	721.1200	367.5600	721.1200	367.5600	30.2740	-2.1410	-26.6030	-28.5830	-0.9120	-27.6090	-0.0855	-0.0559	0.9948	-0.0450	-0.0724	0.9964	00:00:01:01	
2076259730	SMP	1	75.0000	60.0000	3.4200	72.0000	58.0000	3.3200	721.2300	366.7500	721.2300	366.7500	721.2300	366.7500	30.2740	-2.1420	-26.6030	-28.5830	-0.9120	-27.6090	-0.0853	-0.0537	0.9949	-0.0454	-0.0732	0.9963	00:00:01:01	
2076276308	SMP	1	75.0000	62.0000	3.4600	72.0000	58.0000	3.3600	719.4100	366.9900	719.4100	366.9900	719.4100	366.9900	30.2740	-2.1420	-26.6020	-28.5830	-0.9120	-27.6090	-0.0840	-0.0546	0.9950	-0.0436	-0.0727	0.9964	00:00:01:02	
2076293000	SMP	1	75.0000	62.0000	3.4400	72.0000	58.0000	3.3600	718.1700	366.3700	718.1700	366.3700	718.1700	366.3700	30.2730	-2.1420	-26.6020	-28.5830	-0.9120	-27.6090	-0.0836	-0.0538	0.9951	-0.0419	-0.0725	0.9965	00:00:01:02	
2076309575	SMP	1	75.0000	60.0000	3.4400	72.0000	56.0000	3.3400	717.9200	364.1900	717.9200	364.1900	717.9200	364.1900	30.2730	-2.1420	-26.6020	-28.5830	-0.9120	-27.6090	-0.0832	-0.0533	0.9951	-0.0418	-0.0693	0.9967	00:00:01:02	
2076326107	SMP	1	75.0000	60.0000	3.4400	72.0000	58.0000	3.3800	716.8700	365.5000	716.8700	365.5000	716.8700	365.5000	30.2730	-2.1430	-26.6010	-28.5830	-0.9120	-27.6090	-0.0821	-0.0534	0.9952	-0.0412	-0.0715	0.9966	00:00:01:03	
2076342823	SMP	1	75.0000	61.0000	3.4200	72.0000	58.0000	3.3600	716.1100	365.8800	716.1100	365.8800	716.1100	365.8800	30.2730	-2.1430	-26.6010	-28.5830	-0.9120	-27.6090	-0.0818	-0.0532	0.9952	-0.0403	-0.0723	0.9966	00:00:01:03	
2076359482	SMP	1	75.0000	60.0000	3.4200	72.0000	58.0000	3.3800	716.5300	365.9900	716.5300	365.9900	716.5300	365.9900	30.2730	-2.1430	-26.6000	-28.5830	-0.9120	-27.6090	-0.0816	-0.0528	0.9953	-0.0411	-0.0729	0.9965	00:00:01:04	
2076376237	SMP	1	75.0000	61.0000	3.4400	72.0000	58.0000	3.3600	716.0700	366.7100	716.0700	366.7100	716.0700	366.7100	30.2730	-2.1430	-26.6000	-28.5830	-0.9120	-27.6090	-0.0813	-0.0524	0.9953	-0.0407	-0.0745	0.9964	00:00:01:04	
2076392846	SMP	1	76.0000	61.0000	3.4400	72.0000	58.0000	3.3400	714.9400	367.5100	714.9400	367.5100	714.9400	367.5100	30.2730	-2.1430	-26.6000	-28.5830	-0.9120	-27.6090	-0.0792	-0.0526	0.9955	-0.0409	-0.0756	0.9963	00:00:01:04	
2076409488	SMP	1	70.0000	61.0000	3.3200	68.0000	58.0000	3.3000	667.8700	368.8200	667.8700	368.8200	667.8700	368.8200	30.2730	-2.1430	-26.6000	-28.5830	-0.9120	-27.6090	-0.0383	-0.0547	0.9978	-0.0024	-0.0760	0.9971	00:00:01:04	
2076425971	SMP	1	74.0000	61.0000	3.4000	72.0000	58.0000	3.3000	594.5600	366.1000	594.5600	366.1000	594.5600	366.1000	30.2730	-2.1430	-26.6000	-28.5830	-0.9120	-27.6090	0.0209	-0.0501	0.9985	0.0624	-0.0759	0.9952	00:00:01:05	
2076442644	SMP	1	74.0000	60.0000	3.4000	72.0000	56.0000	3.3400	576.9400	362.2700	576.9400	362.2700	576.9400	362.2700	30.2730	-2.1430	-26.6010	-28.5840	-0.9120	-27.6090	0.0342	-0.0465	0.9983	0.0788	-0.0730	0.9942	00:00:01:05	
2076459218	SMP	1	75.0000	61.0000	3.4000	74.0000	58.0000	3.4200	576.9900	360.2200	576.9900	360.2200	576.9900	360.2200	30.2730	-2.1430	-26.6010	-28.5840	-0.9130	-27.6090	0.0348	-0.0449	0.9984	0.0781	-0.0712	0.9944	00:00:01:06	
2076475854	SMP	1	76.0000	61.0000	3.4000	74.0000	58.0000	3.4000	575.8200	358.0300	575.8200	358.0300	575.8200	358.0300	30.2730	-2.1430	-26.6010	-28.5840	-0.9130	-27.6090	0.0370	-0.0425	0.9984	0.0778	-0.0699	0.9945	00:00:01:06	
2076492528	SMP	1	76.0000	60.0000	3.4000	74.0000	58.0000	3.4000	574.5600	356.3700	574.5600	356.3700	574.5600	356.3700	30.2730	-2.1430	-26.6010	-28.5840	-0.9130	-27.6090	0.0385	-0.0400	0.9985	0.0784	-0.0696	0.9945	00:00:01:07	
2076509120	SMP	1	75.0000	59.0000	3.4000	72.0000	56.0000	3.3600	573.1000	355.9400	573.1000	355.9400	573.1000	355.9400	30.2730	-2.1430	-26.6010	-28.5850	-0.9140	-27.6090	0.0398	-0.0399	0.9984	0.0797	-0.0690	0.9944	00:00:01:07	
2076525840	SMP	1	75.0000	59.0000	3.3800	72.0000	56.0000	3.3800	572.5900	354.7200	572.5900	354.7200	572.5900	354.7200	30.2730	-2.1430	-26.6010	-28.5850	-0.9140	-27.6080	0.0393	-0.0389	0.9985	0.0810	-0.0680	0.9944	00:00:01:08	
2076542499	SMP	1	75.0000	61.0000	3.4000	74.0000	58.0000	3.4200	572.4200	354.7500	572.4200	354.7500	572.4200	354.7500	30.2730	-2.1430	-26.6010	-28.5850	-0.9140	-27.6080	0.0414	-0.0374	0.9984	0.0791	-0.0695	0.9944	00:00:01:08	
2076559193	SMP	1	74.0000	60.0000	3.4000	72.0000	56.0000	3.3400	570.6900	354.7400	570.6900	354.7400	570.6900	354.7400	30.2730	-2.1430	-26.6010	-28.5850	-0.9150	-27.6080	0.0422	-0.0368	0.9984	0.0813	-0.0701	0.9942	00:00:01:08	
2076575723	SMP	1	75.0000	61.0000	3.4200	72.0000	58.0000	3.3800	569.7700	352.9200	569.7700	352.9200	569.7700	352.9200	30.2730	-2.1430	-26.6010	-28.5850	-0.9150	-27.6080	0.0428	-0.0360	0.9984	0.0822	-0.0678	0.9943	00:00:01:09	
2076592471	SMP	1	75.0000	61.0000	3.4000	72.0000	58.0000	3.3800	568.8300	352.5400	568.8300	352.5400	568.8300	352.5400	30.2730	-2.1430	-26.6010	-28.5860	-0.9150	-27.6080	0.0440	-0.0350	0.9984	0.0825	-0.0682	0.9943	00:00:01:09	
2076609075	SMP	1	75.0000	60.0000	3.4000	72.0000	56.0000	3.3400	569.1000	352.5500	569.1000	352.5500	569.1000	352.5500	30.2730	-2.1430	-26.6010	-28.5860	-0.9150	-27.6070	0.0440	-0.0346	0.9984	0.0821	-0.0685	0.9943	00:00:01:09	
2076625606	SMP	1	75.0000	61.0000	3.4200	72.0000	58.0000	3.3800	568.6700	352.9200	568.6700	352.9200	568.6700	352.9200	30.2730	-2.1430	-26.6010	-28.5860	-0.9160	-27.6070	0.0445	-0.0354	0.9984	0.0824	-0.0684	0.9943	00:00:01:10	
2076642311	SMP	1	75.0000	61.0000	3.4200	72.0000	58.0000	3.4200	568.6500	354.1300	568.6500	354.1300	568.6500	354.1300	30.2730	-2.1430	-26.6010	-28.5860	-0.9160	-27.6070	0.0437	-0.0366	0.9984	0.0832	-0.0693	0.9941	00:00:01:10	
2076658894	SMP	1	74.0000	60.0000	3.3800	72.0000	56.0000	3.3400	577.0300	356.6100	577.0300	356.6100	577.0300	356.6100	30.2730	-2.1430	-26.6010	-28.5860	-0.9160	-27.6070	0.0367	-0.0369	0.9986	0.0761	-0.0731	0.9944	00:00:01:11	
2076675719	SMP	1	74.0000	60.0000	3.4000	72.0000	56.0000	3.3200	637.5300	364.6200	637.5300	364.6200	637.5300	364.6200	30.2730	-2.1430	-26.6000	-28.5870	-0.9160	-27.6070	-0.0150	-0.0437	0.9989	0.0257	-0.0800	0.9965	00:00:01:11	
2076692425	SMP	1	75.0000	59.0000	3.4200	72.0000	56.0000	3.2800	646.8000	361.1200	646.8000	361.1200	646.8000	361.1200	30.2730	-2.1430	-26.6000	-28.5870	-0.9160	-27.6070	-0.0232	-0.0408	0.9989	0.0181	-0.0770	0.9969	00:00:01:12	
2076708908	SMP	1	76.0000	61.0000	3.4400	74.0000	58.0000	3.3200	643.6200	361.9900	643.6200	361.9900	643.6200	361.9900	30.2730	-2.1430	-26.6000	-28.5870	-0.9160	-27.6070	-0.0210	-0.0420	0.9989	0.0214	-0.0773	0.9968	00:00:01:12	
2076725469	SMP	1	76.0000	60.0000	3.4400	74.0000	58.0000	3.3200	643.9500	361.2700	643.9500	361.2700	643.9500	361.2700	30.2730	-2.1430	-26.6000	-28.5870	-0.9170	-27.6070	-0.0214	-0.0407	0.9989	0.0212	-0.0774	0.9968	00:00:01:13	
2076742230	SMP	1	77.0000	60.0000	3.4400	74.0000	58.0000	3.3400	641.0300	360.0600	641.0300	360.0600	641.0300	360.0600	30.2730	-2.1430	-26.6000	-28.5870	-0.9170	-27.6070	-0.0182	-0.0406	0.9990	0.0229	-0.0755	0.9969	00:00:01:13	
2076758736	SMP	1	77.0000	60.0000	3.4400	74.0000	58.0000	3.3400	641.1800	360.3500	641.1800	360.3500	641.1800	360.3500	30.2740	-2.1440	-26.6000	-28.5870	-0.9170	-27.6070	-0.0189	-0.0401	0.9990	0.0234	-0.0765	0.9968	00:00:01:13	
2076775373	SMP	1	77.0000	61.0000	3.4400	74.0000	58.0000	3.3200	639.8200	360.0700	639.8200	360.0700	639.8200	360.0700	30.2740	-2.1440	-26.6000	-28.5870	-0.9170	-27.6070	-0.0170	-0.0398	0.9991	0.0238	-0.0763	0.9968	00:00:01:14	
