ID,x,y,rotation_angle
120,21.29302587,21.29302587,0
121,144.5,21.29302587,0
122,267.7069741,21.29302587,0
123,21.29302587,81,0
124,267.7069741,81,0
125,21.29302587,140.7069741,0
126,144.5,140.7069741,0
127,267.7069741,140.7069741,0
