ID,x,y,rotation_angle
100,26.125,26.125,0
101,264,26.125,0
102,501.875,26.125,0
103,26.125,148.49985,0
104,501.875,148.49985,0
105,26.125,270.8747,0
106,264,270.8747,0
107,501.875,270.8747,0
