ID,x,y,rotation_angle
130,21.29302587,21.29302587,0
131,144.5,21.29302587,0
132,267.7069741,21.29302587,0
133,21.29302587,81,0
134,267.7069741,81,0
135,21.29302587,140.7069741,0
136,144.5,140.7069741,0
137,267.7069741,140.7069741,0
