section id,recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,30,1731061689385082370,1731061689413107370,28,41.235401619065705,3.117469777710776,1420.1686311604337,1699.9617052956335
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,31,1731061690093126370,1731061690121210370,28,30.681833235484888,2.3182684008597763,1409.3063183653242,1924.311217760409
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,32,1731061690201075370,1731061690225075370,24,29.93894976199679,2.262324576636725,1258.7648527022588,1593.2425071919997
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,33,1731061690813119370,1731061690841190370,28,29.32993735076295,2.215210304231375,1257.32680032344,1506.1708240526614
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,34,1731061691185142370,1731061691205167370,20,22.182407114260304,1.6774516019120653,1148.8516967983246,1243.1596008549457
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,35,1731061692101105370,1731061692133511370,32,42.79180012185506,3.2303241830476335,1557.0701835971718,1828.355282447969
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,36,1731061692409142370,1731061692441066370,32,48.00461789324987,3.6250537481815286,1799.400256802531,2128.301012366996
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,37,1731061692781140370,1731061692813097370,32,78.88540993551487,5.956141134830294,2400.687567197097,3190.0821677449885
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,38,1731061693513226370,1731061693617063370,104,24.714216901156394,1.8658915257689215,2463.6382060115275,3767.438226700133
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,39,1731061694525052370,1731061694561066370,36,42.06046643816746,3.177590996646224,1277.650296045984,1438.9553195458482
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,40,1731061694861076370,1731061694881097370,20,20.31516143105976,1.5357169725702173,1069.9211079804654,1229.6597623602213
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,41,1731061695893220370,1731061695993065370,100,40.7385358015854,3.0758046946638493,1968.5101236540418,3708.1107609548917
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,42,1731061697169081370,1731061697289079370,120,35.4890741187972,2.6839158279871738,2884.0703578357843,5871.7239792273695
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,43,1731061697901083370,1731061698289098370,388,211.5850351371281,15.9680626450712,2418.714617241294,6696.540379193288
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,44,1731061698545264370,1731061698889040370,344,177.3358508511114,13.390594660212917,3118.313991201943,10202.63288404908
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,45,1731061699161104370,1731061699181100370,20,23.208169407429782,1.751066551935459,1177.684731628741,1418.4008628356075
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,46,1731061699513119370,1731061699625080370,112,29.979926810997828,2.2650248112059685,2370.611181220772,4512.951292394642
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,47,1731061699993079370,1731061700013040370,20,29.26987942752849,2.207244516036105,1332.2243531653453,1547.926105956916
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,48,1731061700301224370,1731061700341157370,40,54.93496104484642,4.145512334974489,1661.8231781471256,2150.9710908698607
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,49,1731061700709095370,1731061700837185370,128,98.40214675861075,7.433070757861896,2903.77812155999,7184.353855744836
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,50,1731061701653139370,1731061701693057370,40,65.90301110327687,4.976961727173166,1762.091788205537,2321.0187658588275
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,51,1731061702165087370,1731061702341080370,176,244.3467830295717,18.42182371164178,2350.249897282218,6365.523980883795
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,52,1731061702481104370,1731061702529076370,48,105.09638255484789,7.933319559989657,2284.9190339426164,3706.1469909343678
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,53,1731061702801059370,1731061702965103370,164,398.0939007276406,30.06172260561227,4006.294395214771,9436.871237391584
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,54,1731061703853075370,1731061703953088370,100,5.039805294258883,0.3816922471787228,2544.847065593949,4846.812216671606
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,55,1731061704289054370,1731061704321075370,32,52.51797204482785,3.9701141684302668,1585.7596958858628,2131.0212919416404
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,56,1731061704745030370,1731061704849054370,104,89.72406366243875,6.777106634828899,2903.1566199379226,5944.130252865995
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,57,1731061705681180370,1731061705773080370,92,16.698172732430578,1.2619815026448775,3432.6276480806073,6379.833426147369
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,58,1731061706185099370,1731061706609068370,424,408.7455799970773,30.888957928378847,2396.78561409058,6394.302530337463
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,59,1731061706757078370,1731061706781060370,24,31.555375944819584,2.337273376212232,1336.6619545051806,1557.5476857613821
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,60,1731061706981057370,1731061707093064370,112,392.41284982407996,29.629911241407484,3740.632566511038,7124.059836061084
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,61,1731061708765074370,1731061708813121370,48,129.07414891827858,9.76352968429064,2817.7025030053433,4789.691265564357
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,62,1731061709825088370,1731061709865114370,40,96.05158408541804,7.244727670588467,2484.5079167974645,3635.520270175749
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,63,1731061711041069370,1731061711085102370,44,110.33784699955247,8.315392080211236,2588.800137315607,3773.2447534627804
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,64,1731061712169071370,1731061712221066370,52,211.69382968026096,15.963281023764496,3960.295241940909,6282.7270428091115
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,65,1731061713361087370,1731061713401089370,40,96.88284222783027,7.318501897003096,2516.2368059246473,3551.458861630639
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,66,1731061714437086370,1731061714477083370,40,103.38484184920617,7.810370617026416,2671.5724716626437,3951.3433583407545
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,67,1731061715509072370,1731061715581059370,72,198.2029635497215,14.97916027021148,2980.112763385235,5104.403994878912
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,68,1731061716613093370,1731061716653174370,40,83.75108377518762,6.322251388245338,2162.844918212602,2930.9164716303835
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,69,1731061717373086370,1731061717413195370,40,86.26953861258286,6.512732500339018,2245.030381719007,3072.957116190291
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,70,1731061718661107370,1731061718701164370,40,123.57260430900327,9.33574951838394,3197.861231253937,4548.90880854459
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,71,1731061720009075370,1731061720045136370,36,34.77540856057982,2.6266483492219894,996.939677246087,1167.8482743411435
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,72,1731061720493075370,1731061720693238370,200,200.14267608264436,15.123361022952269,1039.5397144873652,1496.4105184512755
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,73,1731061721053073370,1731061721309077370,256,274.4242163537493,20.72925462559454,1115.8487562117693,1758.4061903285901
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,74,1731061721641071370,1731061721925357370,284,265.87615265246126,20.082740415115452,956.5229308799309,1441.74968176062
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,75,1731061722285071370,1731061722373070370,88,85.39902062958316,6.4513739845773905,975.56524391379,1497.3386682447745
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,76,1731061723689072370,1731061723797089370,108,92.32193933186942,6.978682073073098,884.7741868100161,1111.2248705483314
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,77,1731061724197211370,1731061724237092370,40,37.71019774061711,2.8509545767326956,1019.7686125165592,1154.7433384822664
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,78,1731061724741046370,1731061724765105370,24,25.324775201215147,1.914202718296278,1056.1747523985784,1128.4831621022465
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,79,1731061725329108370,1731061725349058370,20,20.23258824385359,1.5297572787920863,1105.6363897501103,1205.7085432486936
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,80,1731061725897078370,1731061725965078370,68,70.08740963433591,5.296997095565227,1020.3366174147467,1196.44668234451
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,81,1731061726573077370,1731061726721082370,148,27.57141331716733,2.0846293564303195,2663.9968887619784,4431.375673750238
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,82,1731061732921125370,1731061732965132370,44,146.0647068936411,11.028200867041903,3292.466426496453,4804.278121525178
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,83,1731061733109413370,1731061733149065370,40,127.1659410241364,9.603311601268876,3248.460404833376,4518.167324385007
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,84,1731061734101052370,1731061734145113370,44,98.74351826122906,7.460011922794975,2277.531157608959,3378.6414534566125
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,85,1731061734301065370,1731061734341052370,40,101.92134463991364,7.701923853317763,2663.7794562859563,3662.5273107255402
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,86,1731061735317096370,1731061735365069370,48,153.5419566079313,11.592941633641285,3566.22635463528,5132.859736893597
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,87,1731061735529065370,1731061735573092370,44,130.3702615670079,9.843269766942905,2988.485156402601,4512.158680727309
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,88,1731061736145133370,1731061736465097370,320,253.07134541755477,19.09299654718268,2650.408661841625,8303.61416974352
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,89,1731061737653062370,1731061738013137370,360,166.37483225401485,12.565005017620772,2460.07448346712,6104.26603992292
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,90,1731061738981086370,1731061739305047370,324,291.9039521701982,22.028871061853007,3603.1899769341708,10562.355068708623
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,91,1731061740309231370,1731061740681181370,372,210.36988683469048,15.884343168432729,2251.817400821636,6719.654568876074
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,92,1731061741593048370,1731061741873059370,280,268.5195510266788,20.258843914487745,2804.493140033071,7326.595144642818
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,93,1731061742241086370,1731061742533061370,292,214.9929836208997,16.228579487553258,2596.9483060812654,7883.540537703735
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,94,1731061742629079370,1731061742861084370,232,312.821676459651,23.602217729603467,3311.585888947806,8608.761376882358
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,95,1731061743117081370,1731061743393088370,276,353.1191530117131,26.645765596739956,2807.871864854165,7396.214825647208
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,96,1731061744121439370,1731061744401074370,280,272.1515094931495,20.522578426080898,3080.5251324666583,8885.244576738807
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,97,1731061744805208370,1731061745089117370,284,295.3414982741386,22.284413059415193,2832.045543179032,7704.624822716283
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,98,1731061748897077370,1731061749133099370,236,394.55089115470105,29.757285759738775,3286.1261559669038,6601.735212250832
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,99,1731061749261110370,1731061749505304370,244,385.9708728000506,29.065395316710006,3012.1849958754665,7710.072321222895
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,100,1731061750129058370,1731061750169244370,40,83.17863154963331,6.284598133710432,2170.863141703218,3028.475824583672
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,101,1731061750393113370,1731061750433242370,40,99.11382005589786,7.487845639996389,2636.383821590052,3511.1210345235354
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,102,1731061750585052370,1731061750633188370,48,133.9925604485563,10.118019973654791,2771.7840136540876,4156.555966970735
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,103,1731061750849093370,1731061750897075370,48,176.8512339794472,13.370033151466604,3620.810994065009,5771.290425749672
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,104,1731061751077191370,1731061751133115370,56,197.86823129047565,14.949434043008765,3690.9621506759286,6005.653949431261
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,105,1731061751441058370,1731061751489066370,48,151.23186820411036,11.418013070645202,3225.9495940926404,5054.011519559317
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,106,1731061751865107370,1731061751905095370,40,87.96634630015878,6.633722909976204,2318.3358514026704,3172.39695599566
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,107,1731061752049100370,1731061752105085370,56,160.49539461170295,12.110999613525012,3001.772870830855,4929.3812580340655
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,108,1731061752425078370,1731061752461082370,36,56.107452191057654,4.237013877176534,1684.4524446241521,2281.4842244523325
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,109,1731061752785068370,1731061752841074370,56,97.50293119084391,7.371928971575076,1897.8372885740457,2807.0988628707514
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,110,1731061752985187370,1731061753033114370,48,178.03602193888528,13.335857084200935,3702.343134798751,5635.064771028926
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,111,1731061753213691370,1731061753261218370,48,128.51062447055526,9.702217106245097,2953.443478509188,4478.183416062879
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,112,1731061753521042370,1731061753561065370,40,124.30412258059546,9.380321379278943,3204.1198170112484,4400.435645961271
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,113,1731061754069228370,1731061754109058370,40,98.5550473132929,7.431724995472793,2537.17408715767,3725.7808449339364
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,114,1731061754221097370,1731061754273095370,52,197.24793462739197,14.88619938981232,3716.573683438674,6159.961752760778
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,115,1731061754525201370,1731061754573057370,48,148.74290678791905,11.2376452620466,3141.6204282417666,4849.340123188722
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,116,1731061754765199370,1731061754805059370,40,65.06159771619092,4.902493716169281,1819.3627921101006,2296.1270315594716
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,117,1731061754925066370,1731061754993098370,68,310.0190112478929,23.352752709632142,4491.250493643043,6988.014313172976
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,118,1731061755325062370,1731061755361065370,36,65.65620082052563,4.962326000386433,1935.7608035901799,2584.7318716320246
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,119,1731061755641072370,1731061755685082370,44,131.27133074867191,9.901453348922669,3037.6916984037616,4579.638080191168
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,120,1731061755829095370,1731061756141065370,312,44.03801776554061,3.327360441575765,2610.694497176734,5960.1829209285615
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,121,1731061757421082370,1731061757733072370,312,273.63463065518846,20.661380353755693,2319.006368307436,6278.2353062732955
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,122,1731061758257071370,1731061758293069370,36,66.59267200425897,5.027320830549735,2063.5397224070844,2800.632828526627
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,123,1731061758545164370,1731061758593123370,48,132.01256035855923,9.971178236000362,2766.087898646033,4515.669846331267
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,124,1731061758885042370,1731061758917077370,32,52.84931454739055,3.9931330879258016,1640.8918379254578,2096.082073419168
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,125,1731061759481037370,1731061759513105370,32,47.421551163575245,3.5846528162986875,1430.3735500041653,1756.6682251548389
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,126,1731061759701039370,1731061759745367370,44,121.60306002023874,9.184228247890504,2796.7548197380693,4352.941425347535
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,127,1731061760161092370,1731061760209101370,48,171.26139339597808,12.929766296116313,3579.72704213147,5536.839473787091
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,128,1731061760361072370,1731061760633071370,272,219.2769565465051,16.538157249754402,2981.8489722936483,6294.9247278730845
08c2a95b-79d5-4379-928f-172bdbe70563,8deee3c8-ac61-43a0-8b3b-7f17a41179af,129,1731061761233075370,1731061761601050370,368,260.0890604682116,19.637205972605457,2246.5249121078155,6716.186151521023
