ID,x,y,color
1,16.44494176,6.1255789,red
2,26.39982527,6.1255789,blue
3,36.35470878,6.1255789,blue
4,16.44494176,14.83610197,blue
5,26.39982527,14.83610197,blue
6,36.35470878,14.83610197,blue
7,16.44494176,23.54662505,blue
8,26.39982527,23.54662505,blue
9,36.35470878,23.54662505,blue
